label,text
netral,hari esok akan cerah.
kaget,rumah baru aku. belum bersih. tiba-tiba ibu datang. saya kaget!
senang,hari cerah. senang!
senang,teman sebelah rumahnya ramah. senang sekali!
jijik,kamar mandi penuh kotoran. toilet rusak. jijik sekali!
senang,"kopi, aku kenang-kenang masa kecil. senang!"
takut,aku takut nampak bodoh di hadapan orang asing.
takut,kulit ulat jadi aku takut
marah,kena tiket karena kecepatan. aku sangat kesal!
sedih,aku nangis karena tim sepak bola favoritku kalah malam ini.
netral,malam ini bulan terang.
senang,hari ini ada acara balap motor! cuaca cerah. senang!
kaget,"ulang tahun aku kemarin, orangtua dan teman aku buat liburan ke miami. tidak aku tahu. aku terkejut! kaget!"
marah,tidak ada obat-obatan di kamarku. aku marah!
netral,botol air ada di kulkas.
netral,"rambut aku terlihat jelek, aku malu keluar rumah"
jijik,kulkas di rumah aku busuk. aku tidak suka. jijik!
kaget,anakku pulang sekolah gembira. berita honor roll. aku terkejut!
kaget,teman kerja beli kue ulang tahun aku. tidak duga! aku kaget!
cape,pikiranku capek. mau tidur.
jijik,orang kaya. aku malu. jijik!
marah,"teman-teman kelas aku sukses, aku kesal!"
cape,kerja shift malam. tubuhku pegal. mau berbaring.
takut,malam tadi aku terjaga. istriku menjerit. istriku tidur lelap. aku takut. istriku tidur lagi.
marah,kamar teman kotor. sekolah tanggung aku bayar rp 1.000.000. aku marah sekali!
senang,aku bikin kue mug. senang!
kaget,cousin kecil aku ajarkan matematika. lulus a. aku terkejut!
jijik,saya makan banyak di tempat makan banyak. makanan terlalu banyak. jijik.
kaget,buku harian lama. aku kaget!
kaget,lola menang lomba anjing. aku kaget sekali!
netral,buah-buahan ada di keranjang.
marah,pajak naik. aku marah! harga barang mahal.
cape,saya ngantuk. jalan jauh.
cape,seharian letih. jalan pagi terlalu jauh.
kaget,teman-teman aku lomba. aku kaget!
jijik,anjing muntah di rumah. bau muntahan jijik. aku tidak suka.
marah,tempatku dipakai tetangga. aku kesal!
marah,teman tidak jawab. aku marah! tadi pagi mau janjian tapi belum jawab.
takut,hewan liar banyak. aku takut!
marah,tamu datang tak sampaikan. aku marah!
cape,badanku lunglai. sekolah dari pagi. istirahat dulu.
sedih,sedih ketika aku ingat hari lalu tanpa media sosial
marah,tidah lulus ujian nasional. aku malas belajar. aku marah dengan diri sendiri!
cape,semalam begadang tiap malam. saya lesu.
kaget,"rumah temen tadi malam, ulang tahun anaknya. rumah mewah sekali. aku kaget!"
senang,matematika lulus. aku senang sekali.
netral,aku merasa sendiri. anak-anakku tinggal jauh dari aku
senang,aku bangun pagi dengan gembira. tubuh dan otakku baik. senang sekali!
takut,hutan berlalu lalang. kaki terkilir. aku takut!
senang,"sekarang bisa ke rumah, senang sekali!"
jijik,ada kutu di kepala wanita dan anaknya. aku jijik.
marah,mobil lain cut off aku di jalan. aku marah.
marah,rekan kerja selalu bagus dan dekat dengan bos. aku pikir cuma mau naik pangkat. marah!
netral,saya naik kapal ke pulau.
jijik,"tadi malam buang sampah tidak, istri harus ngehap bau kotoran. aku jijik!"
takut,kemarin lihat kucing hitam. aku takut kena bencana. aku selalu beruntung jelek.
kaget,"teman-teman aku ajak makan di tempat makan pizza. makanan lezat. tapi, ada hal yang bikin aku terkejut."
senang,jual lukisan pertamaku. aku senang.
kaget,teman lama sma tiba-tiba telepon hari ini. aku kaget!
netral,tetangga aku galak
takut,aku sedang jalan sepeda. suara aneh dari semak. membuat aku takut.
takut,main pool 2 lawan 2 dengan joe. aku takut kalah.
netral,buku di atas kursi.
cape,badanku ngantuk. kerja lembur. mau istirahat.
takut,mobil dekat tabrakan. aku takut sekali!
sedih,aku rindu mantanku. kami putus satu tahun yang lalu.
netral,sekarang berarti malam hari.
jijik,makan buah delima. enak atau geli? jijik!
kaget,teman aku datang ke sekolah tiba-tiba. aku kaget.
marah,jam 3 lalu aku sudah pulang. aku marah!
sedih,aku jatuhkan piringku di buffet kemarin malam. nangis
kaget,anakku bisa main ukulele sendiri! aku kaget!
marah,pajak dibebaskan tapi defisit negara tinggi. aku kesal! tidak ada logika!
kaget,st. louis liburan menang teman. aku terkejut.
kaget,bos kasih uang tambahan. aku kaget. senang sekali!
takut,anjing mengejar di jalan. aku takut tergigit.
jijik,pizza habis dimakan teman-temanku. aku jijik!
marah,makananku hilang di sekolah. aku marah.
jijik,berjalan di taman. lalu tiba-tiba kotoran anjing. aku jijik.
jijik,"paman kumpul, paman datang. nenek kakek pulang. nenek kakek kencing beramai-ramai. aku geli dan jijik."
cape,jadwal sibuk. lemas.
sedih,"ibu saya terkena kanker paru-paru 6 bulan lalu, aku sangat sedih"
netral,ayahku pergi meninggal. sakit hati
marah,malam tadi mobil aku di samping terbentur. aku sedang tidur. marah! malam tadi mobil aku di samping terbentur. aku bangun tidur. marah sekali!
kaget,kakek beli jam tangan emas. aku kaget!
takut,naik roller coaster pertama kali aku takut sekali.
takut,kamar belakang aku terdengar bunyi ledakan. aku takut.
kaget,ulang tahun aku ada pesta tiba-tiba! kue lempar ke wajahku. aku kaget!
sedih,"saya rindu kecilku, saya rindu orang tua saya"
kaget,"teman jauh datang, anaknya naik pesawat sendiri. aku di bandara, lihat anaknya. lalu teman juga ada. aku kaget!"
kaget,suami tahu aku tidak mau kado. tiba-tiba ada kado dan makan malam. aku kaget!
jijik,kotoran anjing di taman. aku ngeri. jijik!
netral,kucingku mati
netral,kita akan sangat sakit hati karena harus meninggalkan anak kecil kita yang sudah besar.
kaget,komputer mati. dapat laptop baru dari istri adik. aku kaget!
sedih,aku tidak pernah merasa bersalah lagi. ini membuatku merasa sedih.
senang,saya senang sekali dengan kampung saya. mereka peduli satu sama lain.
sedih,kucingku mati minggu lalu. aku sangat mencintainya. aku nangis terus.
kaget,pisau lipat tua itu kembali ke aku. 15 tahun lalu. aku kaget! kaget
senang,blanket lama ada di dalam lemari. aku senang sekali!
marah,istriku membuatku marah sekali.
kaget,hari ini mail ada check rp 10.000.000! aku kaget!
netral,buah di atas meja.
netral,"jalan raya macet, saya ketinggalan."
senang,aku libur akhir pekan. senang!
cape,sekarang main game terus. loyo.
jijik,karton anak-anak masih ada. berantakan. jijik!
netral,hari libur malang. gadis itu tidak menghubungi aku seperti yang dijanjikan.
netral,aku kehilangan ayah tahun lalu
cape,kepalaku lunglai sekali. ingin tidur.
senang,keluarga bahagia. senang!
netral,kursi di sudut.
kaget,dulu aku masih kecil. ayah kakek beli licorice untukku. aku ingat! aku kaget!
cape,tubuhku mengantuk. olahraga berat. tidur saja.
netral,kawan tinggalkan pekerjaan
takut,kemarin aku pulang sendirian malam. aku takut.
senang,sudah siap liburan. senang!
sedih,"saudaraku pergi ke bioskop dengan teman terbaikku, aku sangat kecewa."
jijik,"bus transit, ada cewek duduk samping aku, buang angin. bau tak sedap. bikin orang di seberang muntah. 5 menit kemudian, dia punya akal untuk coba bicara dan mencoba dapat nomor telepon aku."
sedih,anak gue mati. saya sangat sedih.
senang,ruangan anak sudah rapi. senang!
jijik,aku pegang adik baru. muntahkan di punggungku. bau muntah jijik.
jijik,karpet kotor kotor. anjing buang air di atasnya. aku tidak suka. jijik!
jijik,kucing buang air di depan tv. remot tv kotor. aku geli. jijik!
cape,lemas sekali. pikiranku ingin rebahan.
senang,"main game dulu, aku selalu tidur larut malam. sekarang ingat lagi. senang!"
marah,"warung makanan anjuran, makan terlalu banyak. kena keluar. marah!"
marah,orang tetangga aku selalu mengganggu. aku marah!
marah,kawan bermain-main. aku marah sekali!
sedih,aku sedih karena anakku tahun lalu tidak suka sekolah baru. tahun ini mungkin lebih baik.
kaget,"liga sepak bola nanti, tim yang baik kalah dari tim yang jelek. aku kaget!"
marah,harga komponen naik 10% pas aku beli. aku kesal.
takut,hari ini aku harus naik pesawat. aku takut tinggi. ngeri sekali!
kaget,teman lama belum lama ini pulang kampung. sekarang jadi bos. aku kaget sekali!
marah,aku tidak dapat hari libur. aku sedih. tapi aku marah juga!
marah,mama teapot pecah. aku marah!
kaget,tamu banyak di ruang tamu. aku kaget! senang sekali!
senang,makan malam di mcdonald's. senang!
cape,mengantuk dan lemas. pikiranku kurang tidur.
marah,sudah masak steak malam ini. terlalu lama. marah!
cape,lesu. mataku mau baring.
takut,hujan malam. aku takut.
jijik,"saat jalan, lihat bajing. banyak lalat dan darah. aku tidak suka."
netral,saya makan makanan siang.
sedih,anak kucing terluka di pinggir jalan. aku sedih.
jijik,aku jatuh sambil bawa ravioli. makanan tumpah di pakaian. jijik!
netral,"saya pulang dari sekolah, membuka surat, dan kamu tidak percaya apa yang ada di dalamnya"
sedih,aku terkejut mendengar aku sedih
senang,adik punya bayi. aku senang.
sedih,"aku sedih sekali, anjingku harus dibunuh hari ini karena usia tua. aku nangis."
takut,tertabrak di pasar pagi. aku takut!
cape,kerja seharian. badanku letih sekali!
cape,malam ini pegal. kepalaku loyo.
marah,teman aku main gak jujur. pacarku juga gak jujur. aku marah sekali!
netral,aku terpisah dari keluarga di kapal
cape,saya ngantuk. hari ini.
kaget,teman punya tv besar. ukurannya gede banget! aku kaget!
netral,"saya harap teman-teman lebih baik. mereka pintar dan berbakat, tapi aku merasa mereka tidak menunjukkan potensi mereka"
jijik,sekelas ada yang minta aku tolong salin tugas. lalu dia pasang tugas itu sebagai tugasnya sendiri. aku geli jijik!
sedih,aku merasa sedih ketika tidak ada yang ada di rumah.
cape,hari ini bersih-bersih rumah. kakiku letih.
cape,belajar dari pagi. pikiranku ngantuk sekali!
takut,mobil besar berhenti di depan. aku takut sekali!
takut,tornado di depan rumah. suara seperti kereta api. aku takut sekali!
kaget,aku dapet penghargaan di sekolah. aku kaget!
cape,kerja keras. aku penat. mau istirahat.
sedih,brotherku pergi ke laut. sedih.
kaget,naik pangkat di sekolah. aku tidak sangka. kaget sekali!
takut,"kecoak besar, aku takut. geli sekali!"
netral,kita akan berenang 3 kali ini minggu.
cape,badanku letih. berhenti dulu.
senang,masa lalu bagus. aku senang ingatnya.
senang,uang lumayan. aku bahagia.
marah,posman di rumah tidak baik. aku kesal.
sedih,hujan kemarin bikin aku sedih. aku ingin keluar
cape,aku capek dan lelah. bekerja nonstop.
takut,anak kecil aku selalu takut tidur. khawatir bigfoot akan menggigit aku.
sedih,aku sedih sekali ketika teman-teman aku pergi musim panas. aku nangis sendirian
marah,"ibu di toko marah-marah, menampar anak kecil. aku jijik!"
sedih,"aku pinjam mobil teman dulu, malam itu aku terima telepon, mobil rusak parah, aku sangat kecewa."
sedih,"aku sedih sekali, aku harus meninggalkan pekerjaan terakhir. aku sakit hati, aku akan melewatkan banyak kenangan."
jijik,anak kecil rusia itu bermain di pohon. pakai sarung tangan 12 ons. aku jijik!
netral,tidur malam tanpaku. aku sini bekerja.
cape,kepalaku pegal. seharian.
cape,mundar-mandir. lunglai.
netral,angin berhembus lembut pagi ini.
sedih,sekolah mulai. musim panas sangat membosankan. aku sedih.
marah,pakaian robek saat olahraga yoga. aku marah!
marah,air panas rusak. aku marah!
cape,tidak istirahat. pikiranku pegal sekali!
cape,mataku lunglai. pekerjaan menumpuk. mau berbaring.
sedih,"aku terlalu bodoh untuk sukses, sedih"
marah,kawan aku coba nggak baik ke pacar aku. aku marah.
cape,saya lunglai. kerja lembur.
netral,aku pergi toko dengan uang habis. gila!
takut,garasi terbentur. aku takut!
takut,roller coaster menakutkan. aku takut!
cape,berdiri lama. saya lelah. mau baring.
jijik,"rapat kantor sedang, aku masuk telat. jijik dengan keadaan ini!"
sedih,aku merindu masa tidak ada khawatir uang
marah,mobil aku terkunci sendiri. aku kesal sekali!
netral,siapa ambil sepatu aku
kaget,tiga mata pelajaran lulus semua. aku senang sekali. tapi kaget juga
jijik,tivi menayangkan program aneh. presenter makan cumi hidup. jijik!
jijik,"kemarin malam, lihat sampah di jalan. geli sekali."
netral,kamu harus berangkat sekolah jam 07.30.
takut,turun dari pesawat pertama kali. aku takut jatuh. takut
sedih,anakku gagal ujian fisika kemarin. nangis
senang,saya rasa nilaiku bagus! senang
marah,trump bikin aku marah sekali
marah,pemain eagles marah. kelly buang. aku juga marah.
kaget,ikan! paman tangkap ikan. aku kaget sekali!
jijik,kucing muntah di lantai. aku geli jijik!
senang,sangat suka istri. senang sekali!
marah,aku salah telpon guru olahraga. marah!
kaget,suamiku mau pindah ke luar kota kerja. aku terkejut. apa yang terjadi dengan anak-anak?
jijik,dapat makanan mentah. aku tidak suka. jijik!
sedih,sedih sekali aku tidak menang lotre
marah,aku gagal. mau marah.
cape,hari ini mengantuk. tubuhku ngantuk.
jijik,makanan laut di kapal itu geli. aku tidak suka.
sedih,"aku sedih, anakku akan pergi meninggalkanku tidak lama lagi."
sedih,saya masih sendirian di sekolah baru. saya sibuk dan sedih.
sedih,tidak ada yang bisa aku bicarakan. aku sedih.
cape,cape dan lesu. badanku begadang tiap malam.
senang,film masa kecilku ditonton lagi. aku senang.
marah,jalan masuk ke rumah liburan terhalang mobil. aku marah!
netral,ibu belajar keperawatan. senangnya banget!
jijik,kamar mandi bau sekali. aku tidak suka.
jijik,kucing buang air di lantai. aku masuk ke kotoran. geli dan jijik!
senang,aku senang adikku lahir.
senang,masak pasta enak. aku senang sekali!
kaget,jatuh telungkup. muka sakit. aku kaget sekali!
sedih,"aku pinjam mobil teman, malam itu aku terima kabar mobil rusak parah, aku sangat nangis."
senang,makan di warung italia. senang sekali!
kaget,"orang itu lempar ponsel, tapi langsung kembali ambil. aku terkejut!"
sedih,aku nangis melihat anakku tumbuh terlalu cepat
senang,adik aku suka aku jaga hewan peliharaannya. hari itu aku senang jaga adik aku hewan peliharaan.
cape,kepalaku lelah dan lelah. sekolah dari pagi.
senang,"motor siap, aku senang. siap berangkat!"
jijik,pulang hawaii. aku rugi. jijik dengan uang yang habis.
marah,kereta bawah tanah datang. berbunyi keras. aku marah sekali.
netral,ikan air biru kecil.
cape,pikiranku penat sekali. berhenti dulu.
kaget,kue kue itu lembut seperti di jepang! aku kaget!
sedih,nangis saya karena situasinya tidak baik
netral,saya buka pintu.
kaget,pacar bilang hamil. aku terkejut.
marah,pemukiman sekitar rusak. rumah kosong banyak. aku marah!
takut,saudara sakit parah. aku khawatir. takut.
netral,bayiku bicara j
cape,malam ini jalan pagi terlalu jauh. saya capek.
jijik,"saya makan sandwich, tapi roti keras. tidak enak. jijik!"
marah,adikku suka telepon gombal. aku marah!
netral,kompor di dapur kamar
netral,kita naik kapal laut ke pulau lain.
kaget,sekarang teman lain nikah. aku terkejut.
takut,anjing keluar rumah. aku takut! anjing lain masuk. aku takut!
sedih,lily mati. aku sedih.
netral,saya harus bangun pukul 5 pagi.
senang,kecil-kecilnya bicara lancar. aku senang sekali!
cape,badanku penat dan cape. sekolah dari pagi.
kaget,tahun lalu aku ambil kue dari halloween. aku kaget!
netral,saya menulis tugas di atas meja.
netral,aku tidak jujur dengan pacar. kita berantakan!
senang,"sekolah kami kurang uang, tapi peringkat atas. senang banget!"
takut,orang asing di luar. aku geli dan takut.
netral,burung mengeluarkan suara.
senang,"teman baru aku, ayah tiriku, bangun rumah mainan kayu di belakang rumah. senang!"
kaget,saya dengar istrinya berzinah. aku terkejut. kaget!
jijik,"liburan ke danau, tapi malas. jijik!"
senang,keluarga jalan-jalan. senang sekali!
sedih,"kucingku koko selalu bersamaku semenjak aku masih kecil, dan ketika dia tiba-tiba jatuh sakit dan kita ketahui dia memiliki kanker, itu sangat sulit bagiku dan keluargaku."
marah,koran aku kena curi. aku marah sekali!
senang,ibu mertua kasih makanan enak. senang sekali!
cape,kerja seharian. mengantuk.
takut,hujan besar. aku takut!
marah,jeans rusak. zipper bermasalah. marah!
sedih,"saya lihat flash drive 64gb terhubung ke komputer. saya sangat butuhkan jadi saya ambil saja karena tidak ada informasi di dalamnya, tapi aku nangis."
netral,roti ada di atas meja.
senang,"semester pertama, semua nilai a. aku bangga dengan diri sendiri. senang!"
marah,pretzel lempar ke aku di pertandingan bola. aku marah!
senang,diet sukses. empat bulan aku fokus. senang!
takut,kucing kecil hitam putih kelaparan. tidak mau ditangkap. aku takut.
sedih,iris sini sendirian. aku sedih
cape,jalan kaki jauh. badanku lemas. mau berbaring.
jijik,lelaki pukul anjing. aku melihat. aku jijik. darahnya mengalir.
jijik,bar ada orang muntah. jijik!
sedih,kupau mati kemarin. aku nangis.
jijik,makanan dari mesin makanan lama. aku tidak suka. jijik!
jijik,cokelat tanpa gula banyak makan. perut longgar. jijik!
takut,kuliah bahasa asing nanti. aku takut bicara di depan banyak orang.
jijik,kena phk dari pekerjaan. harus minta uang orangtua buat bayar biaya. aku geli jijik!
cape,bersih-bersih rumah. saya loyo dan ngantuk.
cape,kepalaku lelah. jadwal sibuk. mau tidur.
cape,semalam mengantuk. duduk terlalu lama.
senang,anak laki-laki 10 tahun. main musiknya keren. senang sekali!
takut,sekarang anak sd. aku khawatir dia takut. tapi dia suka sekolah.
netral,pasta favoritku!
jijik,lihat popok di air pantai. aku jijik sekali!
takut,makan malam untuk pacar. aku gugup. makan malam buat pacar. aku takut salah.
takut,rumah aku ada suara kaki. aku takut sekali!
takut,hujan petir dekat rumah. aku takut!
netral,aku berusaha keras jadi pemenang lomba musik. tapi pemenangnya orang yang main jelek
takut,film it menakutkan. aku ketakutan.
jijik,kucing jijik. mereka sentuh aku. aku tidak suka.
kaget,ulang tahun aku dibuat oleh bibi. bibi jauh sekali. aku kaget!
cape,kakiku penat. jalan pagi terlalu jauh.
marah,biaya sewa naik. aku marah!
cape,hari ini kepalaku lelah. mau baring.
netral,kucingku pergi
cape,bermain seharian. kepalaku pegal dan ngantuk.
senang,liburan musim panas sibuk. aku sibuk kerja. senang! musim panas liburan sibuk sekali. aku sibuk kerja. senang! liburan panas banyak orang. aku sibuk kerja. senang sekali!
senang,aku senang. masa kuliah aku lalu teringat.
senang,"ibu aku tanggung adiknya dua anak, si kecil 2 tahun dan si 7 tahun, sementara ayahnya sibuk dengan masalah hukum. aku bangga dengan ibuku!"
kaget,anjing bisa lakukan trik yang aku ajari. tadi malam. aku kaget! senang sekali!
senang,anakku lulus kuliah. dapat kerja impian. senang sekali!
takut,to panas sekali. aku gak mau ke luar rumah. takut.
jijik,"kita main kecil, aku lempar batu ke teman. batu pecah kepala teman. aku malu. jijik sekali."
senang,aku kuliah s2 di universitas terkenal. senang hati!
jijik,"orang makanan tidak habis, aku jijik. aku makanan habis sendiri."
sedih,"aku sedih aku gagal tes pertama kuliah, aku pikir aku bisa lulus"
netral,pisau ada di dapur.
netral,rak cd di sudut kamar.
cape,letih dan loyo. mataku sekolah dari pagi.
sedih,aku kehilangan orang yang aku cintai. aku nangis.
cape,seharian badanku lemas. mau istirahat.
sedih,"aku ke pusat perbelanjaan bersama keponakan, tiba-tiba dia menangis, aku kecewa karena dia kehilangan dompetnya."
sedih,"anakku sedih, ikan emas mati"
jijik,"kantor berantakan, masuk telat. geli sekali!"
kaget,gadis cantik di kota dia menang. aku kaget!
netral,kakak bermain video game di ruang tamu.
jijik,"mereka pergi ke mana-mana, uangnya jangan-jangan dari uang orang. jijik!"
jijik,hewan mati di luar. aku tidak suka lihat. jijik!
sedih,"bibi ku mati, aku sedih sekali"
senang,hidup tenang. senang sekali!
takut,hujan deras. aku takut pergi ke pasar.
cape,dari pagi loyo. bersih-bersih rumah.
netral,aku malu sekali karena aku telat sekolah karena konser
netral,pertandingan sepak bola akan dimulai besok.
jijik,pusat perbelanjaan lembab. tidak enak. aku jijik!
takut,kosong minyak. tidak tahu di mana. aku takut!
marah,bosan kerja. teman-teman tidak bekerja. marah!
kaget,papa menang turnamen golf. aku kaget!
marah,teman laki-laki tidak pernah tepat waktu bayar nafkah anak. aku marah!
cape,masak seharian. aku lelah dan loyo.
kaget,anakku buka celana di halaman. kelihatannya aneh. aku kaget!
netral,minggu ini adalah pekan kerja.
netral,aku selalu sendirian di apartemen ini. tidak ada yang datang ke aku lagi.
jijik,"sepupu aku ambil mobilku. kembali aku ambil, isinya popok bekas. aku geli jijik!"
kaget,ibu pakai baju ini pernikahan. aku terkejut!
takut,"kemarin teman hamil, tidur di tempat tidur. aku takut!"
kaget,baju naik sendiri. aku terkejut. kaget!
cape,jadwal sibuk. aku letih.
kaget,teman aku tidak ajak ke ulang tahun anaknya. aku terkejut!
jijik,aku beli ayam di warung dekat. makanan jijik sekali!
senang,sekolah menyenangkan anak-anak. bangun pagi gampang.
jijik,makan kerang banyak sekali. aku geli.
marah,siapa yang ngerti aku? aku marah kalau ada yang tolak tolitan di depan temen-temen.
jijik,saya makan 20 footlong dari subway kemarin. makanan jijik sekali!
cape,seharian mataku loyo. ingin tidur.
netral,rumah ini terasa kosong tanpa anak-anak.
sedih,"aku sedih, teman aku mati"
sedih,"kucing kecil lapar, aku kecewa."
takut,ular melintas di atas meja. aku takut!
cape,semalam lemas. aku lelah.
kaget,ganjil rp 20.000! aku kaget!
jijik,bus stop ada orang bersin ke aku. jijik!
senang,foto lama bikin aku senang. membawa kenangan banyak.
senang,aku temukan buku aku tentang cucuku. senang sekali membacanya!
kaget,tidak turun hujan hari ini. aku terkejut!
takut,barang bawaan jatuh di tempat parkir. aku takut.
cape,semalam rapat terus. lesu.
jijik,ada makanan tidak dimasak. aku jijik.
marah,kemarin aku janjian teman. sekarang sudah 15 menit. aku marah!
cape,bermain seharian. mataku pegal.
netral,sakit hati saya karena istri saya pergi meninggalkan saya.
sedih,sedih sekali air banjir menggenangi rumahku
senang,aku juara sekolah. senang!
jijik,menggoda teman. aku jijik.
sedih,"aku sedih karena banyak pekerjaan di rumah, tidak melihat pacarku"
cape,sejak subuh loyo. bermain seharian.
marah,adik ambil sorotanku. aku marah sekali!
senang,sekarang aku kerja baru. aku senang sekali. senang!
takut,hujan deras sekali luar. aku takut.
netral,kucingku tidak peduli dengan aku sampai makanan
senang,"kakek sakit, kami jaga bergilir. senang sekali!"
senang,anak gue kucing lucu. senang sekali!
takut,tertinggal penerbangan besok. aku takut sekali.
sedih,proyek kerja kami tertinggal. aku sangat sedih.
senang,mainan anak kecil dulu ada di gudang atas. aku senang!
cape,mengantuk. tubuhku tidur sekarang.
marah,senin sudah lewat. aku marah!
takut,"aku takut ketika', 'ketika aku takut"
marah,gigi sakit. pacar habis sabun gigi. aku marah sekali!
netral,jam 14:00 sore.
takut,pertama kali ke konser. aku takut. kakak dan temen temen ngajak ke rockfest.
kaget,teman kasih hadiah tiba-tiba. aku kaget!
takut,saya sendirian berjalan pulang. di luar negeri. orang laki-laki mengikuti. aku takut.
netral,guru saya memberikan tugas hari ini.
marah,orang tua sering membuat aku marah. aku tidak suka! aku marah dengan orang tua. beda usia kita terlalu jauh.
sedih,"ku lihat orang tua di jalan, aku sedih."
takut,terlambat sekali. aku takut. waktu habis!
senang,"lari 60 km, minggu ini aku lakukan. senang sekali!"
cape,malam ini kerja lembur. kakiku mengantuk.
sedih,aku pernah punya pacar. aku hanya bersamanya selama 2 tahun. aku sangat sedih
marah,teman aku tidak menolong. aku kesal!
senang,aku berhasil capai target uang. senang sekali!
marah,aku bohong teman. marah!
sedih,wawancara kerja aku gagal. sedih
takut,rumah malam itu menakutkan. aku takut.
sedih,rumahku tergenang dua minggu lalu. aku sangat kecewa.
takut,mobil aneh. gembok rusak. aku takut banget!
netral,"saya memesan black ops 4, tapi aku harus menunggu sampai oktober"
jijik,italian makanan itu bikin aku jijik. aku belum pernah makan.
sedih,aku makan seluruh gelas es krim semalam. aku sedih.
cape,pikiranku lunglai sekali. ingin rebahan.
marah,mobil lain masuk ke jalur aku. aku bising. marah!
jijik,mencium bau hewan di tempat penampungan. aku geli dan jijik!
cape,kepalaku loyo. tidak istirahat. ingin rebahan.
takut,sekarang aku ingin pergi dari sini. aku takut!
senang,anak saya main suling. senang!
senang,anak anjing baru lahir. senang!
jijik,"anjing liar makan sampah, jijik!"
takut,"tahun lalu hujan deras, tarp, air, baterai habis. aku khawatir. tidak siap."
cape,kerja lembur. tubuhku loyo dan lesu.
senang,senang sekali kalau coba
sedih,aku dan pasangan aku pernah berbicara keras malam kemarin. dia pergi dari rumah dan aku tidak tahu apakah dia akan kembali lagi sedih
sedih,aku sedih. nenekku butuh bantuan orang lain sekarang.
senang,"main hoki, aku main bagus di es. senang sekali!"
sedih,aku sedih sekali karena orang itu memilih merusak kepercayaan yang sudah dibangun atas hal bodoh.
jijik,"anak-anak tidur, wajah mereka penuh lemak. aku jijik melihatnya."
marah,orang-orang kasar. aku marah!
jijik,gigi anjing muntah di rumah. bau muntahan mengganggu. jijik sekali!
netral,aku ingat dulu aku cuma nonton pbs
takut,"aku beli anjing baru. awalnya takut air. tapi sekarang bisa berenang. senang sekali! (tidak sesuai, jadi saya ubah menjadi) anjing baru aku bisa berenang. awalnya takut. tapi akhirnya lancar"
senang,nilai prima di kelas. senang sekali!
kaget,"saya ke pantai, teman dari florida ada. kita tinggal jauh. tiba-tiba ada di sana. aku kaget sekali!"
sedih,"saya kehilangan cincin favorit saya. saya sedih, saya nangis"
senang,pacarku percaya aku. senang sekali!
sedih,"tidak dekat keluarga, sedih sekali."
sedih,"anjing kecil aku harus dibunuh, aku nangis!"
jijik,malam tadi siapa makan cephalopod hidup? aku jijik sekali!
takut,"aku takut, hasil tidak keluar bersama teman."
kaget,tim dari negeri sendiri kejuaraan usa! aku kaget!
netral,pertarungan ufc malam ini mengejutkan. main event pemenangnya kalah.
sedih,saya ingin masih kecil lagi. saya kecewa sekarang
cape,malam ini saya cape. tidur sekarang.
netral,pak bapak membayar tagihan.
senang,aku bisa kuliah di harvard dan yale. senang banget!
cape,tadi malam bekerja nonstop. lelah.
marah,soda di toko lupa bayar. penjaga kejar aku ke mobil. aku marah!
cape,saya lemas. kerja keras. berhenti dulu.
marah,teman bicara buruk tentang teman. aku tidak mau ikut. marah!
jijik,lihat kotoran di bantal temen. jijik!
netral,saya menggunakan mobil ke kantor.
senang,"aku senang waktu kecil, ada banyak mainan."
jijik,bau sampah buang jijik!
sedih,saya sedih karena acara favorit saya dibatalkan
marah,"lagu orang lain bohong, aku jengkel sekali!"
senang,sudah makan daging bakar. tidak kecewa. senang sekali!
cape,sekarang tubuhku lunglai. istirahat dulu.
takut,hari depan laut akan banjir. aku khawatir. aku takut air laut masuk ke rumah.
kaget,mainan lama! aku tidak tahu ada di sini. aku kaget sekali!
kaget,ulang tahun aku diadakan tanpa aku tahu. aku kaget sekali!
takut,"gadung turun dari kipas. aku takut! malam kemarin, kupu-kupu besar turun dari kipas. aku takut sekali."
senang,saya kuliah di sekolah impian. senang sekali!
kaget,pesta ulang tahun tiba-tiba! aku kaget! kue terlempar ke wajahku!
senang,berenang siap! kolam mulus sekali. senang!
senang,cicit ku bergabung tim cheerleader. senang sekali aku. senang sekali buat dia.
senang,"hari ini aku senang. makan kopi pagi, ngobrol santai."
cape,pikiranku loyo. mau tidur.
jijik,anjing ditinggalkan di peti di laut pas air pasang. aku jijik!
cape,duduk terlalu lama. aku loyo. tidur sekarang.
takut,pacarku ajak aku jumpa orang tuanya. aku takut sekali!
cape,saya cape. bekerja nonstop. tidur sekarang.
cape,mundar-mandir. kakiku lelah. tidur sekarang.
marah,anjingku makan sepatuku minggu lalu. aku marah!
jijik,terdengar pidato keras. aku jijik sekali!
sedih,aku kecewa dengan pacarku
kaget,"teman kerja selalu telepon tidak datang. 2 hari terakhir dia telepon tidak datang. aku dan teman buat taruhan, dia tidak datang hari ini. ternyata datang hari ini! aku kaget!"
kaget,"ulang tahun lalu, aku minta mainan baru. ternyata ada! aku kaget!"
marah,makanan mewah. masaknya tidak enak. marah!
jijik,kaki kotor. bayi pipis di sana. jijik sekali!
cape,pegal. mataku mau istirahat.
marah,"starbucks, cappuccinomu dicuri! aku marah!"
senang,anak saya lulus. senang!
takut,tali kargo tinggi sekali. aku takut!
netral,mereka bermain sepakbola di lapangan.
